"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"6189";"s6189";"Caucasiano (Europeu)";23;"Não";"Feminino";"Direita";2;"GB";4;2;5;4;5;3;5;3;4;3;4;3;4;3;3;2;3;3;3;2;1;4;3;4;5;5;2;5;3;4;5;3;5;5;4;4;5;3;1;3;3;5;3;3;4;3;5;3;5;4;3,8;3;3,6;3,8;3,8;1,49823271049349;-2,25836668998835;1,66488475489788;15;15;17;19;19
"93";"s93";"Raça Mista";21;"Sim";"Feminino";"Direita";1;"ZA";1;5;5;3;5;5;1;1;1;3;1;3;3;5;1;1;1;1;1;1;5;5;5;3;5;3;5;5;3;3;5;5;5;5;5;5;5;5;5;5;3;5;4;5;4;1;5;2;5;4;3;1,8;4,2;5;3,8;1,7051413168545;-0,191944739345308;3,6324075943461;15;13;23;25;20
"3975";"s3975";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";1;"US";2;4;4;3;3;3;3;3;3;1;3;2;3;3;2;2;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;3;4;3;3;3;4;4;3;4;4;3;4;3;2,9;2,8;3,9;3,3;3,5;2,20309159055071;-1,60967637955332;1,71956300258134;14;13;19;16;20
"10671";"s10671";"Caucasiano (Europeu)";26;"Não";"Masculino";"Direita";1;"NO";4;5;5;4;5;5;5;4;5;5;1;1;2;2;2;1;2;2;2;1;5;5;4;4;5;4;4;4;5;5;4;3;4;3;2;4;4;4;4;4;5;4;4;4;4;2;5;5;4;4;4,7;1,6;4,5;3,6;4,1;0,668633210462823;1,39441095999784;3,29352034913303;24;8;23;18;19
"11739";"s11739";"Caucasiano (Europeu)";29;"Sim";"Feminino";"Direita";1;"US";4;4;4;4;4;4;4;4;4;2;4;2;4;4;2;2;4;4;2;3;4;4;4;2;4;3;4;4;4;4;2;4;2;3;2;4;4;3;4;2;2;2;4;2;4;4;4;2;4;4;3,8;3,1;3,7;3;3,2;2,32892695537786;-0,970789463159407;3,90365310000486;18;15;20;14;18
"14316";"s14316";"Caucasiano (Indiano)";18;"Não";"Masculino";"Direita";1;"IN";1;3;2;3;4;5;4;4;1;1;5;2;4;3;3;5;4;5;5;4;2;4;3;5;4;5;4;1;5;5;4;4;4;5;4;5;2;5;4;1;5;2;4;4;2;4;1;4;4;1;2,8;4;3,8;3,8;3,1;3,09299006962068;-2,05249470270276;2,41697890158021;14;16;15;19;17
"5830";"s5830";"Caucasiano (Europeu)";30;"Não";"Masculino";"Direita";1;"GR";4;3;4;3;3;4;5;4;4;4;4;4;5;2;4;2;3;2;5;2;5;5;2;5;5;2;4;5;4;4;2;1;5;2;3;1;2;3;2;2;3;5;5;5;3;5;3;4;4;4;3,8;3,3;4,1;2,3;4,1;2,58205662008401;-2,53574099007201;2,32196339154243;19;17;21;13;22
"13383";"s13383";"Outro";22;"Não";"Feminino";"Direita";1;"TR";1;4;1;3;3;5;1;1;5;1;5;4;5;5;3;3;2;2;3;5;3;3;4;5;5;2;2;4;4;3;1;3;5;3;2;4;3;3;3;5;5;5;5;5;3;4;3;2;3;5;2,5;3,7;3,5;3,2;4;2,12683397486491;-2,75532570359404;1,68518676421264;16;22;17;19;20
"5726";"s5726";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";5;"US";2;2;2;1;1;2;1;1;3;1;2;2;4;4;1;1;4;4;3;4;4;4;5;2;2;4;4;2;5;2;5;5;5;5;3;5;5;4;5;5;5;5;4;4;4;4;5;4;5;3;1,6;2,9;3,4;4,7;4,3;2,39066490954787;-2,00557646856875;3,10347629192137;9;15;17;24;22
"11159";"s11159";"Outro";19;"Não";"Feminino";"Direita";2;"MY";2;2;4;2;3;3;3;3;4;2;4;2;4;3;4;4;4;4;4;4;4;4;3;4;2;4;4;3;4;4;2;2;3;2;2;2;2;2;2;3;4;2;4;3;3;5;4;3;4;4;2,8;3,7;3,6;2,2;3,6;2,30473762264428;-0,262655095505343;0,429264403287641;14;17;18;12;20
"13520";"s13520";"Caucasiano (Europeu)";28;"Não";"Feminino";"Direita";1;"ES";3;5;2;2;3;5;3;1;4;1;5;4;5;5;4;5;4;5;5;5;5;4;2;4;1;4;2;4;5;4;5;1;5;2;1;1;4;1;2;4;5;5;5;5;5;5;5;5;5;5;2,9;4,7;3,5;2,6;5;2,48514358148814;-2,67956666557684;1,8650747155317;16;23;19;13;25
"2699";"s2699";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Esquerda";2;"US";4;5;5;3;4;5;4;3;5;2;2;2;2;1;3;2;1;1;3;1;5;5;4;5;5;4;5;3;5;3;3;1;3;4;2;1;4;3;3;3;4;4;5;4;5;5;3;4;5;5;4;1,8;4,4;2,7;4,4;2,07918461332902;-2,10253171079967;2,25776200756481;20;9;20;14;22
"9650";"s9650";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";2;"GB";3;4;5;4;4;5;2;4;4;3;2;2;3;2;2;3;4;2;2;2;5;5;4;5;4;3;4;5;4;4;3;2;3;3;2;3;1;3;2;2;4;4;4;4;3;4;3;3;5;3;3,8;2,4;4,3;2,4;3,7;2,3959750286866;-1,82741643908616;2,48951372172815;20;11;23;13;20
"1747";"s1747";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";1;"US";3;3;3;3;3;3;3;2;2;2;5;2;5;4;3;3;3;2;2;2;5;4;4;4;4;5;4;4;3;3;3;4;5;4;4;4;4;4;3;4;4;4;5;3;3;5;4;3;4;4;2,7;3,1;4;3,9;3,9;-0,145845635720567;-0,980664352661794;2,81922352223155;12;16;20;21;21
"4628";"s4628";"Caucasiano (Europeu)";27;"Sim";"Feminino";"Direita";2;"US";4;4;4;3;3;5;5;2;3;3;2;2;3;3;3;2;2;2;2;2;4;5;3;4;5;3;5;5;5;5;3;4;4;4;3;4;4;4;4;3;3;5;4;5;3;4;3;3;5;3;3,6;2,3;4,4;3,7;3,8;1,31433309881995;-1,52322610233;2,74941615100818;17;13;22;19;21
"3578";"s3578";"Outro";17;"Sim";"Feminino";"Direita";2;"IN";1;2;3;2;2;3;2;3;4;2;4;4;5;3;4;5;5;5;5;4;5;3;4;4;3;5;4;3;5;3;3;3;4;2;3;2;2;3;2;4;4;5;5;5;4;5;4;2;4;5;2,4;4,4;3,9;2,8;4,3;1,72611545985178;-2,04028649330024;2,97229864497546;14;20;18;16;23
"13308";"s13308";"Caucasiano (Norte Africano, Outro)";35;"Sim";"Feminino";"Direita";5;"GB";4;5;5;5;5;1;1;4;5;1;4;3;5;3;4;4;3;3;3;3;5;5;2;5;5;5;4;5;5;4;4;2;5;2;2;4;4;2;4;4;3;3;5;3;5;4;4;2;5;5;3,6;3,5;4,5;3,3;3,9;2,53301855763465;-1,76311833912166;3,31583208552096;16;18;21;15;21
"18470";"s18470";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";1;"US";2;2;2;2;3;3;3;3;3;3;4;4;4;4;2;4;2;3;4;4;5;3;5;5;5;5;4;4;4;3;4;3;3;4;3;4;4;3;5;3;3;3;3;3;3;4;4;2;4;4;2,6;3,5;4,3;3,6;3,3;2,10560995550937;-4,4055438235631;3,375012623557;14;18;20;16;18
"7148";"s7148";"Caucasiano (Europeu)";18;"Não";"Feminino";"Direita";5;"SE";4;4;5;4;5;5;5;3;3;3;3;1;3;3;4;4;3;2;4;3;5;5;4;5;5;5;5;5;5;4;4;2;5;4;3;3;4;5;5;1;5;5;4;4;4;5;5;4;4;4;4,1;3;4,8;3,6;4,4;2,04213600403998;-1,41629274905204;4,8676953062398;18;14;23;17;22
"8642";"s8642";"Caucasiano (Europeu)";37;"Sim";"Feminino";"Direita";3;"US";5;5;5;4;5;5;5;3;5;5;1;4;3;3;1;3;1;1;3;1;4;5;5;5;3;5;3;5;5;5;4;4;3;5;2;2;4;3;2;4;5;3;5;3;5;5;4;3;4;5;4,7;2,1;4,5;3,3;4,2;2,64243173261274;-1,00813505020276;2,40772990756199;23;12;24;19;21
"2988";"s2988";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";26;"Não";"Feminino";"Direita";2;"PH";2;2;1;2;3;1;1;3;2;1;4;4;4;4;2;5;5;4;5;4;3;4;2;4;4;3;4;4;3;2;4;4;4;3;2;4;4;3;3;3;3;5;4;4;3;4;4;3;5;3;1,8;4,1;3,3;3,4;3,8;2,30104863678955;-4,02287696336648;0,97606939868174;9;18;15;17;21
"3873";"s3873";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";2;"GB";3;2;4;3;3;4;3;3;3;1;4;4;5;4;3;4;4;4;3;4;5;5;3;5;5;5;5;5;5;4;2;1;4;2;1;1;2;3;2;4;4;5;5;5;4;5;4;3;5;5;2,9;3,9;4,7;2,2;4,5;1,64758506129809;-0,840136289238005;3,16916649893164;13;20;22;14;24
"18423";"s18423";"Outro";18;"Sim";"Feminino";"Direita";1;"CA";1;3;3;2;1;5;2;2;3;1;1;3;5;3;1;1;3;1;1;1;5;5;1;3;3;3;3;4;4;3;2;4;3;3;1;3;1;3;1;1;5;4;5;4;3;5;2;5;5;5;2,3;2;3,4;2,2;4,3;1,55065711503569;-1,24076639329142;1,78379965375583;14;13;18;14;21
"821";"s821";"Oeste da África, Bosquímanos, Etíope";32;"Sim";"Masculino";"Direita";1;"(nu";4;4;4;4;4;5;4;1;5;1;4;3;4;1;2;5;1;2;5;5;4;5;1;5;5;5;5;5;5;4;3;1;4;4;2;2;5;5;4;4;4;5;4;5;5;5;4;5;5;5;3,6;3,2;4,4;3,4;4,7;3,69617012392183;-2,81121752433441;4,09302203303783;16;15;19;18;23
"17141";"s17141";"Caucasiano (Europeu)";53;"Sim";"Feminino";"Direita";1;"GB";3;4;4;3;4;5;3;3;3;4;1;1;3;1;2;2;2;1;2;1;4;4;5;4;4;5;4;4;4;4;3;1;3;4;1;2;2;4;2;3;2;3;4;3;3;3;4;2;2;3;3,6;1,6;4,2;2,5;2,9;3,06277498132782;-3,34361237310172;0,785371753848276;19;8;21;15;16
"8137";"s8137";"Caucasiano (Europeu)";16;"Não";"Masculino";"Direita";1;"PL";3;4;2;4;2;4;1;5;5;3;5;2;2;3;3;4;3;4;4;3;3;2;3;3;5;5;3;3;4;3;3;1;4;3;4;3;2;3;1;2;5;5;5;5;4;5;2;5;4;4;3,3;3,3;3,4;2,6;4,4;2,29188919454264;-1,89542275328952;2,04446523362171;21;13;14;13;21
"5441";"s5441";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";2;"US";3;4;3;4;4;5;4;4;4;4;4;3;4;5;4;3;3;2;3;4;4;5;4;4;5;4;5;4;4;4;4;4;4;3;3;4;4;4;3;3;5;5;5;5;5;5;5;5;2;4;3,9;3,5;4,3;3,6;4,6;3,1236190852699;-2,40941985913636;4,0812689840446;21;20;21;18;22
"16634";"s16634";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";1;"CA";2;2;3;2;3;2;2;2;1;1;5;2;5;4;2;4;5;2;4;3;5;2;5;4;4;5;3;4;4;4;4;3;4;4;2;4;4;4;4;4;4;4;5;5;5;5;4;3;5;5;2;3,6;4;3,7;4,5;2,31067374228785;-2,94059335175538;1,12744232257185;8;16;20;19;24
"8549";"s8549";"Caucasiano (Europeu)";31;"Não";"Feminino";"Direita";1;"DE";2;4;3;2;2;3;1;3;2;2;4;3;4;4;4;3;5;5;3;4;4;3;4;4;4;4;2;4;4;4;3;2;2;2;2;2;2;3;4;3;4;4;5;4;3;5;4;3;4;4;2,4;3,9;3,7;2,5;4;1,96490983184834;-0,129435827816382;2,08237790913763;14;19;19;12;22
"12665";"s12665";"Caucasiano (Europeu)";14;"Sim";"Feminino";"Ambas";5;"US";1;2;1;3;3;5;2;2;3;3;1;1;5;1;1;3;2;1;3;1;5;5;1;5;5;5;5;5;5;5;5;4;5;5;5;4;3;5;1;5;5;5;5;5;5;5;5;5;5;5;2,5;1,9;4,6;4,2;5;2,69116437905434;-0,858602504281451;2,52814321457047;15;9;21;24;25
"6009";"s6009";"Caucasiano (Indiano)";17;"Sim";"Feminino";"Direita";1;"US";5;4;4;1;3;2;4;3;3;2;4;3;5;3;3;4;4;3;4;3;4;4;4;5;2;5;4;4;3;4;4;3;3;3;2;2;3;3;1;4;3;2;5;3;4;1;4;2;3;5;3,1;3,6;3,9;2,8;3,2;0,930818868377264;-0,75224548400542;3,26060332268593;14;17;20;16;16
"9550";"s9550";"Caucasiano (Europeu)";13;"Sim";"Feminino";"Direita";1;"US";2;1;3;1;2;1;1;1;3;1;5;3;5;3;4;5;5;5;5;3;4;4;4;4;4;5;3;5;4;4;3;2;4;1;3;2;5;2;3;5;5;2;5;2;4;4;4;5;4;5;1,6;4,3;4,1;3;4;3,18861838382241;-2,8166690522769;1,98369400632593;7;18;21;14;19
"4982";"s4982";"Caucasiano (Europeu)";35;"Sim";"Feminino";"Direita";1;"US";4;5;4;4;5;5;5;5;5;3;3;4;4;3;2;3;3;3;3;2;5;4;4;4;4;4;5;4;4;5;4;1;5;5;2;4;3;5;3;4;5;3;5;3;5;5;4;4;4;5;4,5;3;4,3;3,6;4,3;0,996907251528906;0,0814403355557609;2,27020255949877;23;15;22;20;21
"14333";"s14333";"Caucasiano (Europeu)";31;"Sim";"Feminino";"Esquerda";1;"AU";4;4;5;5;4;5;4;3;4;3;4;3;5;4;3;2;3;3;4;2;5;5;3;5;5;4;5;4;4;4;2;2;3;4;2;4;4;3;3;3;4;4;4;2;4;5;3;4;5;4;4,1;3,3;4,4;3;3,9;1,28954412370481;-2,73759359693292;2,64752739007843;19;17;21;15;19
"10586";"s10586";"Caucasiano (Indiano)";13;"Sim";"Feminino";"Direita";1;"US";1;5;3;3;4;4;2;2;3;1;4;4;4;4;4;5;5;4;5;4;3;4;2;4;4;2;4;2;3;3;2;2;3;2;1;1;4;2;4;3;4;4;5;4;4;5;4;3;5;4;2,8;4,3;3,1;2,4;4,2;1,49393968184948;-2,72363022423524;2,16782683606799;15;20;14;12;23
"140";"s140";"Caucasiano (Médio Leste)";18;"Sim";"Feminino";"Direita";1;"US";1;4;2;1;2;5;1;1;2;1;4;3;5;5;1;4;4;2;5;5;2;3;1;2;3;1;1;3;2;2;4;4;5;3;2;5;5;3;3;4;2;4;4;5;1;4;3;2;5;3;2;3,8;2;3,8;3,3;-0,310181985326799;-4,09313190701686;0,0533302460510976;13;19;11;19;21
"11647";"s11647";"Caucasiano (Europeu)";23;"Sim";"Masculino";"Direita";1;"GB";2;3;2;2;3;4;2;2;2;2;4;4;4;4;2;3;4;3;4;4;4;2;4;4;2;3;2;2;2;4;2;4;4;4;4;4;4;2;4;4;4;5;3;4;4;3;4;4;4;4;2,4;3,6;2,9;3,6;3,9;2,4303433584681;-1,6283549522798;1,64647301851782;13;18;16;18;18
"2283";"s2283";"Caucasiano (Europeu)";29;"Sim";"Masculino";"Direita";2;"AU";1;4;1;3;2;4;1;2;2;1;3;3;4;4;1;3;2;1;4;3;2;3;2;3;4;4;4;3;3;2;3;3;5;5;2;4;3;5;3;4;4;5;1;5;5;3;5;5;5;5;2,1;2,8;3;3,7;4,3;2,2854706591069;-2,09300605088961;2,95001873919228;13;15;12;22;19
"1325";"s1325";"Caucasiano (Europeu)";32;"Sim";"Masculino";"Direita";1;"US";1;3;1;2;3;2;1;2;3;1;4;2;5;3;3;3;3;3;5;3;3;2;5;4;1;4;1;4;3;4;4;3;5;3;4;2;5;4;2;4;4;5;5;5;5;5;5;5;5;5;1,9;3,4;3,1;3,6;4,9;2,96779072192909;-1,53238522915402;0,714616309613851;11;16;18;19;25
"18302";"s18302";"Raça Mista";26;"Não";"Masculino";"Direita";2;"PL";5;5;5;5;4;5;5;5;5;2;1;3;4;3;1;1;1;1;1;5;2;5;5;5;4;3;1;4;4;4;4;4;4;4;4;4;5;4;4;5;4;4;4;5;5;5;4;4;4;5;4,6;2,1;3,7;4,2;4,4;1,35000855805165;-0,00850440463007684;3,05573092452781;22;16;20;21;22
"19254";"s19254";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Direita";1;"US";4;4;5;3;4;3;4;3;3;3;3;2;2;3;5;2;5;4;4;3;5;4;1;5;4;4;3;4;4;5;3;3;3;3;1;2;4;2;2;3;2;3;3;3;4;4;4;2;5;4;3,6;3,3;3,9;2,6;3,4;1,4930073166071;-1,1701787029417;1,87223260233795;16;15;19;14;19
"18823";"s18823";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";2;"US";1;3;2;2;1;2;1;1;1;1;4;4;5;3;3;5;3;3;5;4;5;3;3;5;5;4;4;5;5;4;5;2;5;1;1;1;4;2;5;3;4;4;2;3;2;2;4;3;3;2;1,5;3,9;4,3;2,9;2,9;0,0949129864860765;-1,47563829975462;1,1470351237685;8;19;20;13;14
"9371";"s9371";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";27;"Não";"Feminino";"Direita";1;"MY";1;1;3;2;2;2;1;2;1;1;5;4;4;1;4;4;3;3;4;4;3;3;4;3;2;5;2;4;3;3;4;2;2;2;2;2;2;4;2;4;3;2;4;2;3;3;4;3;5;3;1,6;3,6;3,2;2,6;3,2;2,27734677730286;-3,23041131761488;2,72256410655003;7;17;17;14;18
"10926";"s10926";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";35;"Não";"Masculino";"Direita";5;"US";3;4;5;3;3;3;3;1;3;4;2;1;2;4;3;3;2;2;2;2;3;5;5;3;3;3;4;2;3;4;4;5;4;4;3;4;4;4;3;3;2;2;3;3;3;3;3;1;3;3;3,2;2,3;3,5;3,8;2,6;1,92626326723337;-0,187477468814869;1,85218832878958;15;12;19;20;15
"5525";"s5525";"Caucasiano (Europeu)";27;"Sim";"Feminino";"Direita";1;"US";3;2;2;3;5;5;3;3;5;3;4;4;5;4;5;4;4;4;2;2;3;5;2;5;5;5;5;5;5;3;2;1;5;1;4;4;3;2;2;5;5;5;5;5;5;5;4;5;5;5;3,4;3,8;4,3;2,9;4,9;0,877924245126919;-5,12289142291451;2,31144291134517;18;20;18;14;24
"14027";"s14027";"Outro";16;"Não";"Feminino";"Direita";1;"US";3;5;1;3;3;5;1;1;1;1;5;3;5;4;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;2;1;5;2;1;1;1;1;1;5;3;3;5;5;3;5;5;5;5;5;2,4;4,7;4,8;2;4,4;2,39431217554968;-1,95270519567822;3,34725053984206;13;22;23;14;25
"3668";"s3668";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";5;"GB";1;2;4;2;4;2;1;4;4;1;5;4;5;4;4;5;5;5;5;4;5;4;4;4;5;4;5;4;4;3;3;4;3;2;2;5;4;4;4;4;3;3;2;4;1;3;3;1;5;3;2,5;4,6;4,2;3,5;2,8;1,73376082107142;-0,35499253355138;2,38543089406648;13;21;20;17;17
"9765";"s9765";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";5;"US";3;2;2;3;2;3;2;1;2;2;4;4;5;4;1;1;3;2;1;4;5;3;5;4;5;3;4;4;4;3;3;5;3;4;2;5;5;4;4;4;4;5;4;1;4;5;4;4;5;3;2,2;2,9;4;3,9;3,9;1,76586116839805;-2,41255163327377;0,541767345246336;10;18;20;20;19
"14868";"s14868";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";17;"Não";"Feminino";"Direita";1;"ID";1;5;5;5;5;1;5;5;1;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;1;5;1;5;5;5;1;1;5;5;3,4;4,6;4,6;4,6;3,4;0,0493418872865958;-3,02265673178071;3,88405218918011;13;21;25;21;17
"14252";"s14252";"Raça Mista";20;"Não";"Feminino";"Direita";1;"DE";2;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;2;4;4;2;4;4;5;4;4;4;4;5;3;4;2;4;1;3;1;2;2;3;3;4;3;5;3;3;4;4;4;5;4;3,5;3,8;3,9;2,5;3,9;2,00804955289441;-1,20010735073475;2,42125156790977;18;20;17;12;21
"3810";"s3810";"Caucasiano (Europeu)";14;"Sim";"Feminino";"Direita";1;"US";4;4;5;4;2;5;2;4;4;5;5;5;5;3;5;4;3;3;4;3;3;5;3;3;2;2;4;3;3;3;1;2;4;4;1;5;1;3;1;4;3;4;2;4;5;1;4;3;5;5;3,9;4;3,1;2,6;3,6;1,52891975063817;-1,41259581474652;2,39287065505798;22;21;17;17;16
"3089";"s3089";"Caucasiano (Médio Leste)";20;"Sim";"Feminino";"Direita";5;"US";5;5;5;5;5;5;5;5;5;4;3;2;4;2;4;2;2;2;2;1;5;5;5;4;5;4;5;5;5;5;3;4;4;4;4;5;4;2;3;5;3;3;3;4;4;5;4;3;4;4;4,9;2,4;4,8;3,8;3,7;2,09870719462395;-2,43936461069556;3,13491871975747;24;13;25;19;20
"4277";"s4277";"Caucasiano (Médio Leste)";37;NA;"Masculino";"Direita";1;"IR";5;5;5;4;4;5;4;2;5;5;3;2;3;2;4;2;1;1;1;2;1;5;4;4;4;5;4;4;5;5;5;3;4;2;3;1;4;5;4;5;4;5;5;5;5;5;4;5;5;5;4,4;2,1;4,1;3,6;4,8;2,50911337796214;-0,599699015062219;2,54947062278542;22;13;19;19;24
"11082";"s11082";"Caucasiano (Europeu)";21;"Não";"Feminino";"Direita";5;"GB";1;1;2;3;2;2;3;4;4;1;5;5;5;5;5;5;4;5;5;5;3;2;3;4;3;5;2;3;5;2;3;2;3;2;1;2;3;3;3;5;2;5;5;5;3;5;5;2;5;4;2,3;4,9;3,2;2,7;4,1;2,93898634233351;-2,75830446182134;1,35365048814862;12;25;13;15;25
"18327";"s18327";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Não";"Feminino";"Direita";1;"PH";3;3;4;3;4;3;2;2;3;2;3;2;4;2;4;4;4;4;4;2;4;3;5;4;4;5;4;4;4;4;3;4;4;2;3;2;4;4;4;4;3;4;3;4;4;4;4;2;4;4;2,9;3,3;4,1;3,4;3,6;0,406022180382383;-1,76203227476207;2,44661226014242;13;14;20;18;19
"14145";"s14145";"Caucasiano (Indiano)";19;"Não";"Masculino";"Direita";1;"ZA";3;4;5;4;5;5;5;4;5;1;2;2;4;1;5;1;2;2;3;1;4;5;4;5;5;5;5;4;5;5;2;2;2;3;2;2;3;1;1;2;4;4;4;4;4;4;5;3;5;5;4,1;2,3;4,7;2;4,2;2,83377486461258;-1,59454770792908;1,65984827590307;19;13;22;10;22
"3122";"s3122";"Outro";20;"Sim";"Feminino";"Direita";4;"US";3;2;2;1;2;1;1;5;1;1;4;3;4;3;1;1;2;1;1;2;2;1;3;2;1;1;1;3;2;3;5;5;5;5;5;5;5;5;2;4;5;5;5;5;5;5;5;4;5;5;1,9;2,2;1,9;4,6;4,9;4,11984801255136;-2,59341941558988;1,28684111056469;10;13;12;24;25
"19494";"s19494";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";5;"US";3;5;5;4;4;4;1;3;5;1;2;1;2;1;3;1;2;1;1;1;1;4;4;5;5;5;5;5;5;5;4;1;4;2;1;4;4;5;1;5;5;5;5;5;4;5;5;5;4;4;3,5;1,5;4,4;3,1;4,7;1,64412989870448;0,0117970044205988;1,85314148068074;18;8;19;17;24
"13380";"s13380";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Não";"Feminino";"Direita";1;"NL";3;3;2;4;4;3;3;3;2;3;4;4;5;3;3;4;2;2;2;4;5;4;5;4;5;4;5;3;4;3;4;4;4;4;2;5;2;4;2;4;2;3;1;4;3;4;3;1;4;3;3;3,3;4,2;3,5;2,8;1,43129640924639;-0,759908896145083;2,61821432737395;14;19;20;20;16
"7010";"s7010";"Caucasiano (Europeu)";18;"Não";"Masculino";"Direita";1;"FR";1;4;5;2;3;3;2;4;2;1;1;2;3;3;5;1;4;4;4;3;4;2;5;5;4;2;4;4;5;1;3;5;5;4;1;2;5;3;1;3;5;5;4;5;5;4;5;5;5;5;2,7;3;3,6;3,2;4,8;2,47544656241575;-0,752010810524033;2,22882146100653;14;16;16;20;23
"16624";"s16624";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";2;4;2;2;2;5;1;2;3;2;4;4;4;5;2;4;5;5;5;5;4;5;1;2;4;2;4;4;2;3;3;3;4;2;1;1;2;2;1;4;4;5;2;5;4;4;5;5;4;4;2,5;4,3;3,1;2,3;4,2;2,5852224669211;-1,33948906155534;0,785118512197207;16;20;17;15;20
"8588";"s8588";"Caucasiano (Norte Africano, Outro)";39;"Não";"Feminino";"Direita";2;"ZA";3;4;3;3;3;4;3;4;5;3;4;5;4;5;4;5;4;3;5;5;4;3;3;3;3;5;4;5;3;3;4;2;4;5;3;5;3;5;3;5;4;3;5;3;3;5;5;4;5;3;3,5;4,4;3,6;3,9;4;2,32116819290526;0,0610016051364548;1,71961685516105;20;23;18;21;23
"14370";"s14370";"Caucasiano (Europeu)";24;"Não";"Masculino";"Direita";1;"IT";3;3;3;4;4;5;4;4;4;3;2;4;4;4;2;2;2;2;2;3;3;2;3;2;4;2;4;3;3;4;4;4;4;3;4;4;5;5;4;4;5;5;3;5;3;4;5;4;5;4;3,7;2,7;3;4,1;4,3;1,91286514237262;-2,68796074353195;0,754036420767775;19;17;15;20;22
"19697";"s19697";"Caucasiano (Europeu)";18;"Sim";"Masculino";"Direita";1;"GB";4;5;2;5;4;5;4;4;5;2;4;3;5;4;3;3;4;4;4;5;1;5;1;3;2;4;2;2;4;3;2;4;5;4;1;3;2;2;1;3;3;5;5;5;4;5;2;3;5;5;4;3,9;2,7;2,7;4,2;3,82439210972321;-1,67001736220146;2,11453897895592;21;20;12;18;22
"16476";"s16476";"Caucasiano (Médio Leste)";23;"Sim";"Masculino";"Direita";1;"US";4;4;5;5;5;2;5;1;5;4;1;1;1;2;2;1;1;1;1;1;5;5;5;5;3;5;5;5;5;5;4;5;5;5;4;5;4;3;5;4;5;5;5;5;5;5;5;5;5;5;4;1,2;4,8;4,4;5;2,78826133819778;0,301762700488917;2,4412884462566;16;7;25;22;25
"416";"s416";"Raça Mista";16;"Sim";"Feminino";"Direita";1;"CO";2;2;3;2;3;4;1;1;1;1;1;1;3;3;2;2;3;2;2;3;5;5;3;5;5;3;3;3;4;4;3;3;4;4;3;1;2;4;1;3;5;5;5;5;4;5;5;4;5;4;2;2,2;4;2,8;4,7;1,71252227841389;-0,760579723192004;2,27194405612471;9;12;20;18;25
"3244";"s3244";"Caucasiano (Europeu)";25;"Sim";"Feminino";"Direita";5;"US";4;4;2;4;4;4;2;4;4;2;2;2;2;4;1;1;2;2;1;4;5;4;5;4;5;4;5;4;5;4;2;4;2;5;2;4;4;4;4;1;4;5;5;5;4;5;5;4;5;5;3,4;2,1;4,5;3,2;4,7;2,8799906624843;-1,61260457051776;2,30763676776286;18;13;22;16;25
"9054";"s9054";"Caucasiano (Europeu)";23;"Não";"Masculino";"Direita";1;"AT";2;1;2;4;3;5;2;3;3;3;3;2;1;2;4;2;2;3;4;4;2;2;4;1;1;1;2;2;1;1;3;2;3;2;2;1;1;2;1;5;5;5;5;4;5;5;4;4;5;5;2,8;2,7;1,7;2,2;4,7;2,71851500336675;0,210310768867061;1,51509592598655;15;13;11;14;23
